time_utc,station_id,measured_doppler_hz,theoretical_before_hz,theoretical_after_hz,residual_before_hz,residual_after_hz,improvement_hz
2014-01-02 21:01:23.500000+00:00,26,-139.059150695,1097.1316614151,1103.5882654190063,1236.1908121101,1242.6474161140063,-6.45660400390625
2014-01-02 21:01:28.500000+00:00,26,-134.582838057,1097.1314506530762,1103.5883855819702,1231.7142887100763,1238.1712236389703,-6.456934928894043
2014-01-02 21:01:33.500000+00:00,26,-130.017369269,1097.1312370300293,1103.5885028839111,1227.1486062990293,1233.6058721529112,-6.457265853881836
2014-01-02 21:01:38.500000+00:00,26,-125.453740119,1097.131025314331,1103.5886240005493,1222.584765433331,1229.0423641195493,-6.457598686218262
2014-01-02 21:01:43.500000+00:00,26,-120.951409339,1097.1308107376099,1103.5887422561646,1218.08222007661,1224.5401515951646,-6.4579315185546875
2014-01-02 21:01:48.500000+00:00,26,-116.469287871,1097.1305980682373,1103.588861465454,1213.5998859392373,1220.058149336454,-6.458263397216797
2014-01-02 21:01:53.500000+00:00,26,-111.925145148,1097.1303873062134,1103.5889825820923,1209.0555324542133,1215.5141277300922,-6.458595275878906
2014-01-02 21:01:58.500000+00:00,26,-107.411211013,1097.1301727294922,1103.5891008377075,1204.5413837424921,1211.0003118507075,-6.458928108215332
2014-01-02 21:02:03.500000+00:00,26,-102.943878173,1097.1299619674683,1103.5892219543457,1200.0738401404683,1206.5331001273457,-6.459259986877441
2014-01-02 21:02:08.500000+00:00,26,-98.437903403,1097.129747390747,1103.5893392562866,1195.5676507937471,1202.0272426592867,-6.459591865539551
2014-01-02 21:02:13.500000+00:00,26,-93.919451713,1097.1295366287231,1103.5894613265991,1191.048988341723,1197.508913039599,-6.459924697875977
2014-01-02 21:02:18.500000+00:00,26,-89.239205359,1097.1293239593506,1103.58957862854,1186.3685293183505,1192.82878398754,-6.460254669189453
2014-01-02 21:02:23.500000+00:00,26,-84.313267707,1097.129111289978,1103.5896997451782,1181.442378996978,1187.9029674521782,-6.460588455200195
2014-01-02 21:02:28.500000+00:00,26,-79.536020278,1097.1288976669312,1103.589819908142,1176.6649179449312,1183.125840186142,-6.4609222412109375
2014-01-02 21:02:33.500000+00:00,26,-74.711927413,1097.1286840438843,1103.589937210083,1171.8406114568843,1178.301864623083,-6.4612531661987305
2014-01-02 21:02:38.500000+00:00,26,-69.885708808,1097.1284732818604,1103.5900602340698,1167.0141820898602,1173.4757690420697,-6.461586952209473
2014-01-02 21:02:43.500000+00:00,26,-65.000239371,1097.1282596588135,1103.5901765823364,1162.1284990298134,1168.5904159533363,-6.461916923522949
2014-01-02 21:02:48.500000+00:00,26,-60.265622138,1097.1280460357666,1103.5902976989746,1157.3936681737666,1163.8559198369746,-6.462251663208008
2014-01-02 21:02:53.500000+00:00,26,-55.501501082,1097.1278343200684,1103.5904169082642,1152.6293354020684,1159.0919179902642,-6.462582588195801
2014-01-02 21:02:58.500000+00:00,26,-50.708649634,1097.1276235580444,1103.590537071228,1147.8362731920445,1154.299186705228,-6.462913513183594
2014-01-02 21:03:03.500000+00:00,26,-45.930586814,1097.1274099349976,1103.5906562805176,1143.0579967489975,1149.5212430945176,-6.4632463455200195
2014-01-02 21:03:08.500000+00:00,26,-41.171456336,1097.1271963119507,1103.5907754898071,1138.2986526479506,1144.762231825807,-6.463579177856445
2014-01-02 21:03:13.500000+00:00,26,-36.381659507,1097.1269855499268,1103.5908937454224,1133.5086450569268,1139.9725532524224,-6.4639081954956055
2014-01-02 21:03:18.500000+00:00,26,-31.71488285,1097.1267709732056,1103.5910139083862,1128.8416538232057,1135.3058967583863,-6.464242935180664
2014-01-02 21:03:23.500000+00:00,26,-26.968029021,1097.1265602111816,1103.5911359786987,1124.0945892321815,1130.5591649996986,-6.46457576751709
2014-01-02 21:03:28.500000+00:00,26,-22.182029723,1097.1263456344604,1103.5912523269653,1119.3083753574604,1125.7732820499652,-6.464906692504883
2014-01-02 21:03:33.500000+00:00,26,-17.446843146,1097.126132965088,1103.5913715362549,1114.5729761110879,1121.0382146822549,-6.465238571166992
2014-01-02 21:03:38.500000+00:00,26,-12.835452079,1097.125922203064,1103.5914945602417,1109.961374282064,1116.4269466392418,-6.465572357177734
2014-01-02 21:03:43.500000+00:00,26,-8.118407248,1097.1257076263428,1103.5916118621826,1105.2441148743428,1111.7100191101827,-6.465904235839844
2014-01-02 21:03:48.500000+00:00,26,-3.327923774,1097.1254968643188,1103.5917320251465,1100.453420638319,1106.9196557991465,-6.466235160827637
2014-01-02 21:03:53.500000+00:00,26,1.333971977,1097.1252841949463,1103.591851234436,1095.7913122179464,1102.2578792574361,-6.466567039489746
2014-01-02 21:03:58.500000+00:00,26,6.096887589,1097.1250715255737,1103.5919704437256,1091.0281839365737,1097.4950828547255,-6.4668989181518555
2014-01-02 21:04:03.500000+00:00,26,10.680608749,1097.1248569488525,1103.5920896530151,1086.4442481998526,1092.9114809040152,-6.467232704162598
2014-01-02 21:04:08.500000+00:00,26,15.420070648,1097.1246452331543,1103.592209815979,1081.7045745851542,1088.172139167979,-6.467564582824707
2014-01-02 21:04:13.500000+00:00,26,20.046622276,1097.1244316101074,1103.5923290252686,1077.0778093341073,1083.5457067492684,-6.467897415161133
2014-01-02 21:04:18.500000+00:00,26,24.692800522,1097.1242198944092,1103.5924491882324,1072.4314193724092,1078.8996486662325,-6.468229293823242
2014-01-02 21:04:23.500000+00:00,26,29.387784004,1097.1240091323853,1103.5925703048706,1067.7362251283853,1074.2047863008706,-6.468561172485352
2014-01-02 21:04:28.500000+00:00,26,33.97837162,1097.1237955093384,1103.5926876068115,1063.1454238893384,1069.6143159868116,-6.4688920974731445
2014-01-02 21:04:33.500000+00:00,26,38.699971199,1097.1235818862915,1103.5928077697754,1058.4236106872916,1064.8928365707754,-6.469225883483887
2014-01-02 21:04:38.500000+00:00,26,43.350922585,1097.123369216919,1103.592926979065,1053.772446631919,1060.242004394065,-6.469557762145996
2014-01-02 21:04:43.500000+00:00,26,47.98388958,1097.123155593872,1103.5930461883545,1049.139266013872,1055.6091566083544,-6.469890594482422
2014-01-02 21:04:48.500000+00:00,26,52.565816879,1097.1229438781738,1103.5931673049927,1044.5571269991738,1051.0273504259926,-6.470223426818848
2014-01-02 21:04:53.500000+00:00,26,57.218306541,1097.1227321624756,1103.5932865142822,1039.9044256214756,1046.3749799732823,-6.470554351806641
2014-01-02 21:04:58.500000+00:00,26,61.839584351,1097.1225185394287,1103.5934047698975,1035.2829341884287,1041.7538204188975,-6.47088623046875
2014-01-02 21:05:03.500000+00:00,26,66.344200134,1097.1223058700562,1103.593523979187,1030.7781057360562,1037.249323845187,-6.471218109130859
2014-01-02 21:05:08.500000+00:00,26,70.97282505,1097.1220932006836,1103.5936431884766,1026.1492681506836,1032.6208181384766,-6.471549987792969
2014-01-02 21:05:13.500000+00:00,26,75.55132961300001,1097.121880531311,1103.5937633514404,1021.570550918311,1028.0424337384404,-6.4718828201293945
2014-01-02 21:05:18.500000+00:00,26,80.159982681,1097.121669769287,1103.5938844680786,1016.9616870882871,1023.4339017870786,-6.472214698791504
2014-01-02 21:05:23.500000+00:00,26,84.748146057,1097.1214570999146,1103.5940036773682,1012.3733110429146,1018.8458576203682,-6.472546577453613
2014-01-02 21:05:28.500000+00:00,26,89.255149841,1097.121244430542,1103.594123840332,1007.866094589542,1014.338973999332,-6.472879409790039
2014-01-02 21:05:33.500000+00:00,26,93.875173569,1097.1210308074951,1103.5942430496216,1003.2458572384951,1009.7190694806216,-6.473212242126465
2014-01-02 21:05:38.500000+00:00,26,98.38811779,1097.1208171844482,1103.5943603515625,998.7326993944482,1005.2062425615625,-6.473543167114258
2014-01-02 21:05:43.500000+00:00,26,102.94182682,1097.1206045150757,1103.5944805145264,994.1787776950757,1000.6526536945264,-6.473875999450684
2014-01-02 21:05:48.500000+00:00,26,107.526495934,1097.120394706726,1103.5946016311646,989.5938987727261,996.0681056971646,-6.474206924438477
2014-01-02 21:05:53.500000+00:00,26,112.014463425,1097.1201810836792,1103.594720840454,985.1057176586792,991.5802574154541,-6.474539756774902
2014-01-02 21:05:58.500000+00:00,26,116.480282784,1097.1199684143066,1103.5948390960693,980.6396856303066,987.1145563120693,-6.474870681762695
2014-01-02 21:06:03.500000+00:00,26,121.042779922,1097.1197566986084,1103.5949602127075,976.0769767766084,982.5521802907075,-6.475203514099121
2014-01-02 21:06:08.500000+00:00,26,125.649214745,1097.1195430755615,1103.5950775146484,971.4703283305615,977.9458627696484,-6.475534439086914
2014-01-02 21:06:13.500000+00:00,26,130.059187889,1097.1193294525146,1103.5951976776123,967.0601415635147,973.5360097886123,-6.475868225097656
2014-01-02 21:06:18.500000+00:00,26,134.660546303,1097.1191186904907,1103.5953187942505,962.4585723874907,968.9347724912504,-6.476200103759766
2014-01-02 21:06:23.500000+00:00,26,139.066657066,1097.1189041137695,1103.5954360961914,958.0522470477695,964.5287790301913,-6.476531982421875
2014-01-02 21:06:28.500000+00:00,26,143.538680077,1097.1186933517456,1103.595558166504,953.5800132747456,960.0568780895039,-6.476864814758301
2014-01-02 21:06:33.500000+00:00,26,147.944740295,1097.1184787750244,1103.5956754684448,949.1737384800244,955.6509351734449,-6.47719669342041
2014-01-02 21:06:38.500000+00:00,26,152.454879761,1097.1182661056519,1103.5957946777344,944.6633863446518,951.1409149167343,-6.4775285720825195
2014-01-02 21:06:43.500000+00:00,26,156.938901901,1097.1180534362793,1103.5959148406982,940.1791515352793,946.6570129396982,-6.477861404418945
2014-01-02 21:06:48.500000+00:00,26,161.452319145,1097.117841720581,1103.596035003662,935.665522575581,942.1437158586621,-6.478193283081055
2014-01-02 21:06:53.500000+00:00,26,165.84722805,1097.1176300048828,1103.596155166626,931.2704019548828,937.748927116626,-6.478525161743164
2014-01-02 21:06:58.500000+00:00,26,170.374549866,1097.1174173355103,1103.5962715148926,926.7428674695102,933.2217216488925,-6.478854179382324
2014-01-02 21:07:03.500000+00:00,26,174.717889786,1097.1172046661377,1103.596393585205,922.3993148801377,928.8785037992051,-6.479188919067383
2014-01-02 21:07:08.500000+00:00,26,179.123533249,1097.1169919967651,1103.5965118408203,917.9934587477651,924.4729785918203,-6.479519844055176
2014-01-02 21:07:13.500000+00:00,26,183.547455788,1097.116780281067,1103.5966320037842,913.5693244930669,920.0491762157842,-6.479851722717285
2014-01-02 21:07:18.500000+00:00,26,187.993476868,1097.1165647506714,1103.5967502593994,909.1230878826714,915.6032733913994,-6.480185508728027
2014-01-02 21:07:23.500000+00:00,26,192.395864487,1097.1163539886475,1103.5968685150146,904.7204895016474,911.2010040280146,-6.4805145263671875
2014-01-02 21:07:28.500000+00:00,26,196.864212036,1097.1161422729492,1103.5969905853271,900.2519302369492,906.7327785493271,-6.48084831237793
2014-01-02 21:07:33.500000+00:00,26,201.19540596,1097.1159267425537,1103.5971088409424,895.9205207825537,902.4017028809424,-6.481182098388672
2014-01-02 21:07:38.500000+00:00,26,205.669481277,1097.1157150268555,1103.5972290039062,891.4462337498555,897.9277477269063,-6.481513977050781
2014-01-02 21:07:43.500000+00:00,26,209.997921944,1097.1155042648315,1103.5973491668701,887.1175823208315,893.5994272228701,-6.481844902038574
2014-01-02 21:07:48.500000+00:00,26,214.355421066,1097.1152906417847,1103.597469329834,882.7598695757847,889.242048263834,-6.482178688049316
2014-01-02 21:07:53.500000+00:00,26,218.766727448,1097.1150789260864,1103.5975894927979,878.3483514780864,884.8308620447979,-6.482510566711426
2014-01-02 21:07:58.500000+00:00,26,223.065276146,1097.1148662567139,1103.5977067947388,874.0495901107139,880.5324306487388,-6.482840538024902
2014-01-02 21:08:03.500000+00:00,26,227.400568962,1097.1146545410156,1103.597827911377,869.7140855790157,876.197258949377,-6.483173370361328
2014-01-02 21:08:08.500000+00:00,26,231.812889099,1097.1144409179688,1103.5979461669922,865.3015518189687,871.7850570679922,-6.4835052490234375
2014-01-02 21:08:13.500000+00:00,26,236.117900848,1097.1142272949219,1103.5980653762817,860.9963264469219,867.4801645282818,-6.483838081359863
2014-01-02 21:08:18.500000+00:00,26,240.33069706,1097.1140155792236,1103.5981845855713,856.7833185192236,863.2674875255713,-6.484169006347656
2014-01-02 21:08:23.500000+00:00,26,244.738868713,1097.113802909851,1103.5983047485352,852.3749341968511,858.8594360355352,-6.484501838684082
2014-01-02 21:08:28.500000+00:00,26,249.093427658,1097.1135892868042,1103.5984239578247,848.0201616288042,854.5049962998247,-6.484834671020508
2014-01-02 21:08:33.500000+00:00,26,253.386985779,1097.113377571106,1103.5985431671143,843.7263917921059,850.2115573881142,-6.485165596008301
2014-01-02 21:08:38.500000+00:00,26,257.727719307,1097.1131649017334,1103.5986633300781,839.3854455947335,845.8709440230782,-6.485498428344727
2014-01-02 21:08:43.500000+00:00,26,262.026732445,1097.1129522323608,1103.598783493042,835.0862197873608,841.572051048042,-6.485831260681152
2014-01-02 21:08:48.500000+00:00,26,266.311756134,1097.112741470337,1103.5989036560059,830.8009853363369,837.2871475220059,-6.486162185668945
2014-01-02 21:08:53.500000+00:00,26,270.571464539,1097.11252784729,1103.599021911621,826.5410633082901,833.0275573726211,-6.486494064331055
2014-01-02 21:08:58.500000+00:00,26,274.880313873,1097.1123142242432,1103.5991411209106,822.2320003512432,828.7188272479107,-6.4868268966674805
2014-01-02 21:09:03.500000+00:00,26,279.171813011,1097.1121015548706,1103.5992603302002,817.9402885438706,824.4274473192002,-6.48715877532959
2014-01-02 21:09:08.500000+00:00,26,283.293558121,1097.1118898391724,1103.599380493164,813.8183317181724,820.3058223721641,-6.487490653991699
2014-01-02 21:09:13.500000+00:00,26,287.626005173,1097.1116781234741,1103.599500656128,809.485672950474,815.9734954831279,-6.487822532653809
2014-01-02 21:09:18.500000+00:00,26,291.877041817,1097.1114645004272,1103.5996208190918,805.2344226834273,811.7225790020918,-6.488156318664551
2014-01-02 21:09:23.500000+00:00,26,296.100893974,1097.1112518310547,1103.599739074707,801.0103578570547,807.4988451007071,-6.488487243652344
2014-01-02 21:09:28.500000+00:00,26,300.38962841,1097.1110382080078,1103.5998573303223,796.7214097980078,803.2102289203223,-6.488819122314453
2014-01-02 21:09:33.500000+00:00,26,304.613611221,1097.1108264923096,1103.5999774932861,792.4972152713096,798.9863662722862,-6.4891510009765625
2014-01-02 21:09:38.500000+00:00,26,308.925516129,1097.110613822937,1103.60009765625,788.185097693937,794.67458152725,-6.489483833312988
2014-01-02 21:09:43.500000+00:00,26,313.143676758,1097.1104011535645,1103.6002178192139,783.9667243955644,790.4565410612138,-6.489816665649414
2014-01-02 21:09:48.500000+00:00,26,317.195525169,1097.1101903915405,1103.600336074829,779.9146652225405,786.4048109058291,-6.490145683288574
2014-01-02 21:09:53.500000+00:00,26,321.355167389,1097.1099767684937,1103.6004552841187,775.7548093794937,782.2452878951187,-6.490478515625
2014-01-02 21:09:58.500000+00:00,26,325.707620621,1097.1097631454468,1103.6005744934082,771.4021425244468,777.8929538724083,-6.490811347961426
2014-01-02 21:10:03.500000+00:00,26,329.893348694,1097.1095504760742,1103.600694656372,767.2162017820742,773.7073459623721,-6.491144180297852
2014-01-02 21:10:08.500000+00:00,26,334.01048851,1097.1093378067017,1103.600811958313,763.0988492967017,769.590323448313,-6.491474151611328
2014-01-02 21:10:13.500000+00:00,26,338.206588745,1097.1091270446777,1103.6009349822998,758.9025382996778,765.3943462372998,-6.49180793762207
2014-01-02 21:10:18.500000+00:00,26,342.386925697,1097.1089143753052,1103.601053237915,754.7219886783053,761.2141275409151,-6.492138862609863
2014-01-02 21:10:23.500000+00:00,26,346.567473412,1097.1087017059326,1103.6011724472046,750.5412282939326,757.0336990352046,-6.492470741271973
2014-01-02 21:10:28.500000+00:00,26,350.720463753,1097.10848903656,1103.6012916564941,746.3880252835601,752.8808279034942,-6.492802619934082
2014-01-02 21:10:33.500000+00:00,26,354.840727806,1097.1082754135132,1103.601411819458,742.2675476075132,748.760684013458,-6.493136405944824
2014-01-02 21:10:38.500000+00:00,26,359.033272743,1097.108063697815,1103.6015310287476,738.074790954815,744.5682582857476,-6.493467330932617
2014-01-02 21:10:43.500000+00:00,26,363.110461235,1097.107852935791,1103.601650238037,733.997391700791,740.4911890030371,-6.493797302246094
2014-01-02 21:10:48.500000+00:00,26,367.261301041,1097.1076374053955,1103.601770401001,729.8463363643955,736.340469360001,-6.494132995605469
2014-01-02 21:10:53.500000+00:00,26,371.355661392,1097.107427597046,1103.6018896102905,725.7517662050459,732.2462282182905,-6.494462013244629
2014-01-02 21:10:58.500000+00:00,26,375.634003639,1097.1072120666504,1103.60200881958,721.4732084276504,727.9680051805801,-6.4947967529296875
2014-01-02 21:11:03.500000+00:00,26,380.094552994,1097.1070013046265,1103.602128982544,717.0124483106265,723.507575988544,-6.4951276779174805
2014-01-02 21:11:08.500000+00:00,26,384.46303463,1097.1067895889282,1103.6022481918335,712.6437549589282,719.1392135618335,-6.495458602905273
2014-01-02 21:11:13.500000+00:00,26,388.980155945,1097.1065759658813,1103.6023693084717,708.1264200208814,714.6222133634717,-6.495793342590332
2014-01-02 21:11:18.500000+00:00,26,393.403532028,1097.1063652038574,1103.602487564087,703.7028331758574,710.1989555360869,-6.496122360229492
2014-01-02 21:11:23.500000+00:00,26,397.854986191,1097.1061487197876,1103.6026048660278,699.2511625287875,705.7476186750278,-6.496456146240234
2014-01-02 21:11:28.500000+00:00,26,402.352662086,1097.1059379577637,1103.602725982666,694.7532758717637,701.250063896666,-6.496788024902344
2014-01-02 21:11:33.500000+00:00,26,406.639093399,1097.1057271957397,1103.6028461456299,690.4666337967398,696.9637527466299,-6.497118949890137
2014-01-02 21:11:38.500000+00:00,26,411.055890083,1097.1055126190186,1103.6029644012451,686.0496225360185,692.5470743182451,-6.4974517822265625
2014-01-02 21:11:43.500000+00:00,26,415.373131752,1097.1053018569946,1103.603084564209,681.7321701049946,688.2299528122089,-6.4977827072143555
2014-01-02 21:11:48.500000+00:00,26,419.712867737,1097.1050863265991,1103.6032028198242,677.3922185895991,683.8903350828242,-6.498116493225098
2014-01-02 21:11:53.500000+00:00,26,424.23287487,1097.1048765182495,1103.6033248901367,672.8720016482496,679.3704500201368,-6.498448371887207
2014-01-02 21:11:58.500000+00:00,26,428.560695648,1097.1046628952026,1103.603443145752,668.5439672472027,675.042747497752,-6.498780250549316
2014-01-02 21:12:03.500000+00:00,26,432.935404778,1097.1044511795044,1103.6035604476929,664.1690464015044,670.6681556696929,-6.499109268188477
2014-01-02 21:12:08.500000+00:00,26,437.327610016,1097.1042385101318,1103.603681564331,659.7766284941318,666.2760715483311,-6.499443054199219
2014-01-02 21:12:13.500000+00:00,26,441.711353302,1097.104024887085,1103.6037998199463,655.3926715850849,661.8924465179463,-6.499774932861328
2014-01-02 21:12:18.500000+00:00,26,446.016917229,1097.1038131713867,1103.6039209365845,651.0868959423867,657.5870037075845,-6.500107765197754
2014-01-02 21:12:23.500000+00:00,26,450.436682701,1097.1035995483398,1103.6040382385254,646.6669168473398,653.1673555375254,-6.500438690185547
2014-01-02 21:12:28.500000+00:00,26,454.877109528,1097.103388786316,1103.6041584014893,642.2262792583159,648.7270488734893,-6.50076961517334
2014-01-02 21:12:33.500000+00:00,26,459.138644218,1097.103175163269,1103.6042776107788,637.964530945269,644.4656333927787,-6.501102447509766
2014-01-02 21:12:38.500000+00:00,26,463.427314758,1097.1029634475708,1103.604398727417,633.6756486895708,640.177083969417,-6.501435279846191
2014-01-02 21:12:43.500000+00:00,26,467.680174828,1097.1027507781982,1103.6045188903809,629.4225759501983,635.9243440623809,-6.501768112182617
2014-01-02 21:12:48.500000+00:00,26,472.109340668,1097.102536201477,1103.6046342849731,624.9931955334771,631.4952936169732,-6.502098083496094
2014-01-02 21:12:53.500000+00:00,26,476.390109062,1097.1023235321045,1103.6047554016113,620.7122144701045,627.2146463396114,-6.502431869506836
2014-01-02 21:12:58.500000+00:00,26,480.716916084,1097.1021146774292,1103.6048755645752,616.3851985934292,622.8879594805752,-6.502760887145996
2014-01-02 21:13:03.500000+00:00,26,484.9836483,1097.101900100708,1103.6049947738647,612.118251800708,618.6213464738647,-6.503094673156738
2014-01-02 21:13:08.500000+00:00,26,489.288910866,1097.1016874313354,1103.6051139831543,607.8127765653355,614.3162031171544,-6.503426551818848
2014-01-02 21:13:13.500000+00:00,26,493.607192039,1097.1014738082886,1103.6052341461182,603.4942817692886,609.9980421071182,-6.50376033782959
2014-01-02 21:13:18.500000+00:00,26,497.917433739,1097.101263999939,1103.6053533554077,599.183830260939,605.6879196164077,-6.50408935546875
2014-01-02 21:13:23.500000+00:00,26,502.18091011,1097.1010494232178,1103.6054725646973,594.9201393132178,601.4245624546973,-6.504423141479492
2014-01-02 21:13:28.500000+00:00,26,506.408390045,1097.1008367538452,1103.6055917739868,590.6924467088452,597.1972017289868,-6.504755020141602
2014-01-02 21:13:33.500000+00:00,26,510.65263176,1097.1006259918213,1103.6057119369507,586.4479942318212,592.9530801769506,-6.5050859451293945
2014-01-02 21:13:38.500000+00:00,26,514.9177742,1097.1004123687744,1103.6058330535889,582.1826381687744,588.6880588535888,-6.505420684814453
2014-01-02 21:13:43.500000+00:00,26,519.156741142,1097.1001987457275,1103.6059503555298,577.9434576037276,584.4492092135298,-6.505751609802246
2014-01-02 21:13:48.500000+00:00,26,523.493152618,1097.099986076355,1103.606068611145,573.606833458355,580.1129159931451,-6.506082534790039
2014-01-02 21:13:53.500000+00:00,26,527.638129234,1097.0997743606567,1103.6061897277832,569.4616451266568,575.9680604937832,-6.506415367126465
2014-01-02 21:13:58.500000+00:00,26,531.816708565,1097.0995626449585,1103.6063089370728,565.2828540799585,571.7896003720728,-6.506746292114258
2014-01-02 21:14:03.500000+00:00,26,536.083364487,1097.0993490219116,1103.6064291000366,561.0159845349116,567.5230646130366,-6.507080078125
2014-01-02 21:14:08.500000+00:00,26,540.328151703,1097.0991382598877,1103.6065502166748,556.7709865568877,563.2783985136748,-6.507411956787109
2014-01-02 21:14:13.500000+00:00,26,544.459162712,1097.0989265441895,1103.6066675186157,552.6397638321895,559.1475048066158,-6.5077409744262695
2014-01-02 21:14:18.500000+00:00,26,548.719544411,1097.098711013794,1103.606785774231,548.3791666027939,554.8872413632309,-6.508074760437012
2014-01-02 21:14:23.500000+00:00,26,552.930853844,1097.09850025177,1103.6069068908691,544.16764640777,550.6760530468691,-6.508406639099121
2014-01-02 21:14:28.500000+00:00,26,557.063477516,1097.0982856750488,1103.6070261001587,540.0348081590488,546.5435485841587,-6.508740425109863
2014-01-02 21:14:33.500000+00:00,26,561.262090683,1097.098074913025,1103.6071462631226,535.8359842300249,542.3450555801226,-6.509071350097656
2014-01-02 21:14:38.500000+00:00,26,565.454356194,1097.097864151001,1103.607265472412,531.643507957001,538.1529092784122,-6.509401321411133
2014-01-02 21:14:43.500000+00:00,26,569.5962286,1097.0976495742798,1103.6073846817017,527.5014209742798,534.0111560817016,-6.509735107421875
2014-01-02 21:14:48.500000+00:00,26,573.677915573,1097.0974369049072,1103.6075038909912,523.4195213319073,529.9295883179913,-6.510066986083984
2014-01-02 21:14:53.500000+00:00,26,577.778902054,1097.097225189209,1103.607624053955,519.318323135209,525.8287219999551,-6.510398864746094
2014-01-02 21:14:58.500000+00:00,26,582.024274826,1097.097011566162,1103.607741355896,515.0727367401621,521.583466529896,-6.510729789733887
2014-01-02 21:15:03.500000+00:00,26,586.137611389,1097.0967998504639,1103.6078634262085,510.9591884614639,517.4702520372085,-6.511063575744629
2014-01-02 21:15:08.500000+00:00,26,590.273115158,1097.0965881347656,1103.6079816818237,506.82347297676563,513.3348665238237,-6.5113935470581055
2014-01-02 21:15:13.500000+00:00,26,594.432659149,1097.0963735580444,1103.608099937439,502.6637144090445,509.175440788439,-6.511726379394531
2014-01-02 21:15:18.500000+00:00,26,598.384037971,1097.0961618423462,1103.6082210540771,498.7121238713462,505.22418308307715,-6.512059211730957
2014-01-02 21:15:23.500000+00:00,26,602.54891777,1097.0959482192993,1103.6083402633667,494.5470304492993,501.0594224933667,-6.512392044067383
2014-01-02 21:15:28.500000+00:00,26,606.857005119,1097.0957374572754,1103.608458518982,490.23873233827544,496.751453399982,-6.512721061706543
2014-01-02 21:15:33.500000+00:00,26,610.836925507,1097.0955257415771,1103.6085796356201,486.2586002345771,492.77165412862007,-6.513053894042969
2014-01-02 21:15:38.500000+00:00,26,614.910146713,1097.095314025879,1103.6086988449097,482.1851673128789,488.69855213190965,-6.513384819030762
2014-01-02 21:15:43.500000+00:00,26,619.053864479,1097.095100402832,1103.6088190078735,478.041235923832,484.5549545288735,-6.513718605041504
2014-01-02 21:15:48.500000+00:00,26,623.121263504,1097.0948877334595,1103.608938217163,473.97362422945946,480.4876747131631,-6.514050483703613
2014-01-02 21:15:53.500000+00:00,26,627.137970924,1097.0946731567383,1103.609055519104,469.9567022327383,476.471084595104,-6.514382362365723
2014-01-02 21:15:58.500000+00:00,26,631.180074692,1097.0944623947144,1103.6091756820679,465.9143877027144,472.4291009900679,-6.514713287353516
2014-01-02 21:16:03.500000+00:00,26,635.212722778,1097.0942497253418,1103.6092948913574,461.88152694734174,468.39657211335737,-6.515045166015625
2014-01-02 21:16:08.500000+00:00,26,639.343224525,1097.0940370559692,1103.6094160079956,457.75081253096926,464.2661914829956,-6.515378952026367
